City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Wanning,CN,2022-03-20 04:18:36,18.8003,110.3967,83.03,72,83,10.47
296,Mount Gambier,AU,2022-03-20 04:18:37,-37.8333,140.7667,71.82,55,99,7.99
297,Leningradskiy,RU,2022-03-20 04:17:51,69.3833,178.4167,-3.26,83,28,1.63
298,Gat,IL,2022-03-20 04:18:37,31.61,34.7642,47.8,100,100,5.91
299,Aklavik,CA,2022-03-20 04:18:38,68.2191,-135.0107,-13.11,95,100,5.44
300,Saint George,US,2022-03-20 04:15:26,37.1041,-113.5841,66.63,14,0,13.8
301,Bireun,ID,2022-03-20 04:18:39,5.203,96.7009,80.19,77,100,5.46
302,Dimona,IL,2022-03-20 04:15:25,31.0667,35.0333,42.24,77,100,4.56
303,Nizhniy Kuranakh,RU,2022-03-20 04:18:40,58.8353,125.4869,15.69,69,68,7.63
304,Mindelo,CV,2022-03-20 04:18:40,16.8901,-24.9804,67.55,68,40,16.11
305,Nyrob,RU,2022-03-20 04:18:40,60.733,56.7202,27.46,96,100,10.71
306,Samarai,PG,2022-03-20 04:18:41,-10.6167,150.6667,87.89,66,67,11.65
307,Geraldton,AU,2022-03-20 04:18:42,-28.7667,114.6,81.01,57,76,17.27
308,Saint-Louis,SN,2022-03-20 04:18:42,16.3333,-15.0,68.5,44,3,10.29
309,Sistranda,NO,2022-03-20 04:18:43,63.7256,8.834,40.96,76,100,4.43
310,Luanda,AO,2022-03-20 04:18:43,-8.8368,13.2343,78.8,83,75,3.44
311,Porto Novo,BJ,2022-03-20 04:18:44,6.4965,2.6036,84.02,80,77,8.21
312,Bilibino,RU,2022-03-20 04:18:44,68.0546,166.4372,8.28,81,41,2.44
313,Kismayo,SO,2022-03-20 04:18:45,-0.3582,42.5454,78.93,78,24,12.21
314,Velyka Bahachka,UA,2022-03-20 04:18:46,49.7912,33.7226,26.71,86,9,4.92
315,Neuquen,AR,2022-03-20 04:16:51,-38.9516,-68.0591,64.54,40,99,19.42
316,Hay River,CA,2022-03-20 04:14:12,60.8156,-115.7999,20.48,97,99,5.21
317,Avera,US,2022-03-20 04:18:47,33.194,-82.5271,58.51,64,97,14.05
318,Salinopolis,BR,2022-03-20 04:19:47,-0.6136,-47.3561,75.74,91,100,3.74
319,Kavieng,PG,2022-03-20 04:19:48,-2.5744,150.7967,85.86,67,48,10.8
320,Siero,ES,2022-03-20 04:19:49,43.3833,-5.6667,50.63,86,12,5.55
321,Sisimiut,GL,2022-03-20 04:19:49,66.9395,-53.6735,-12.32,93,95,6.31
322,Virginia Beach,US,2022-03-20 04:18:25,36.8529,-75.978,71.64,69,34,15.48
323,Kawalu,ID,2022-03-20 04:19:50,-7.3817,108.2082,85.59,63,99,3.22
324,Batticaloa,LK,2022-03-20 04:19:51,7.7102,81.6924,81.52,70,2,2.46
325,Enugu,NG,2022-03-20 04:15:00,6.4402,7.4943,77.72,83,63,6.24
326,Basoko,CD,2022-03-20 04:19:51,1.2391,23.616,70.43,89,99,4.16
327,Cockburn Town,TC,2022-03-20 04:19:52,21.4612,-71.1419,77.72,78,1,23.38
328,Axim,GH,2022-03-20 04:19:53,4.8699,-2.2405,78.75,89,97,5.75
329,Kotelnikovo,RU,2022-03-20 04:19:53,47.6317,43.1461,23.45,81,51,7.14
330,Farsund,NO,2022-03-20 04:19:54,58.0948,6.8047,39.94,46,0,9.42
331,Souillac,MU,2022-03-20 04:17:59,-20.5167,57.5167,79.18,94,75,0.0
332,Tura,IN,2022-03-20 04:15:00,25.5198,90.2201,87.17,25,3,6.49
333,Gigmoto,PH,2022-03-20 04:15:29,13.7796,124.39,85.53,71,89,8.7
334,Sorland,NO,2022-03-20 04:19:56,67.667,12.6934,43.72,89,100,35.1
335,Cagli,IT,2022-03-20 04:19:57,43.5457,12.6527,42.4,75,75,5.75
336,Eyl,SO,2022-03-20 04:19:58,7.9803,49.8164,75.43,76,8,8.84
337,Ponta Delgada,PT,2022-03-20 04:19:58,37.7333,-25.6667,56.12,58,75,6.91
338,Walvis Bay,NA,2022-03-20 04:19:59,-22.9575,14.5053,61.09,100,44,2.3
339,Marabba,SD,2022-03-20 04:20:04,12.35,32.1833,75.31,16,7,9.06
340,Brae,GB,2022-03-20 04:20:05,60.3964,-1.353,44.74,69,62,25.75
341,Ondjiva,AO,2022-03-20 04:20:05,-17.0667,15.7333,64.92,86,49,6.58
342,Taxco,MX,2022-03-20 04:20:06,18.55,-99.6,73.83,26,7,4.27
343,Maridi,SS,2022-03-20 04:20:06,4.9158,29.4742,76.57,41,100,3.8
344,Kade,DE,2022-03-20 04:20:07,52.3833,12.2667,35.98,55,0,12.06
345,Sao Joao Da Barra,BR,2022-03-20 04:20:08,-21.6403,-41.0511,77.25,85,50,12.26
346,Zhigansk,RU,2022-03-20 04:20:08,66.7697,123.3711,7.48,90,100,27.96
347,Paita,PE,2022-03-20 04:20:09,-5.0892,-81.1144,74.16,73,99,11.68
348,Caramay,PH,2022-03-20 04:20:09,10.1815,119.236,85.19,70,100,6.58
349,Fairbanks,US,2022-03-20 04:16:50,64.8378,-147.7164,21.16,66,100,12.66
350,Vic,ES,2022-03-20 04:20:10,41.9301,2.2549,49.06,89,77,3.67
351,Vao,NC,2022-03-20 04:20:11,-22.6667,167.4833,77.4,75,100,9.06
352,Smithers,CA,2022-03-20 04:15:31,54.7804,-127.1743,34.12,64,100,4.61
353,Maningrida,AU,2022-03-20 04:20:11,-12.0667,134.2667,90.03,55,100,5.91
354,Morgantown,US,2022-03-20 04:20:12,39.6295,-79.9559,50.22,68,100,13.8
355,Quelimane,MZ,2022-03-20 04:20:13,-17.8786,36.8883,73.35,94,75,4.61
356,Belfast,GB,2022-03-20 04:17:23,54.5833,-5.9333,44.42,71,0,12.66
357,Saint-Pierre,RE,2022-03-20 04:20:13,-21.3393,55.4781,79.92,95,100,16.11
358,Olafsvik,IS,2022-03-20 04:20:14,64.8945,-23.7142,33.28,97,100,9.75
359,Asau,RO,2022-03-20 04:20:15,46.4333,26.4,18.52,67,1,4.68
360,Coahuayana,MX,2022-03-20 04:20:15,18.7333,-103.6833,67.08,58,2,3.98
361,Sile,TR,2022-03-20 04:20:16,41.1754,29.6133,40.57,67,99,22.68
362,Malya,TZ,2022-03-20 04:20:17,-2.9833,33.5167,63.39,93,100,5.5
363,Klyuchi,RU,2022-03-20 04:21:17,52.2667,79.1667,14.47,89,94,7.7
364,Olhao,PT,2022-03-20 04:21:18,37.0286,-7.8411,60.69,77,75,18.41
365,Namibe,AO,2022-03-20 04:21:19,-15.1961,12.1522,73.87,73,80,8.19
366,Port Lincoln,AU,2022-03-20 04:21:19,-34.7333,135.8667,71.6,63,78,9.89
367,Clyde River,CA,2022-03-20 04:21:20,70.4692,-68.5914,-27.17,68,0,4.61
368,Obo,CF,2022-03-20 04:21:20,5.3998,26.4869,76.08,26,88,1.68
369,Cervena Voda,CZ,2022-03-20 04:21:21,50.0403,16.7427,34.9,49,11,4.94
370,Menongue,AO,2022-03-20 04:21:21,-14.6585,17.691,63.32,95,98,4.09
371,Hua Hin,TH,2022-03-20 04:21:22,12.5707,99.9588,89.02,83,40,2.3
372,Victoria,HK,2022-03-20 04:20:02,22.2855,114.1577,72.97,89,97,18.01
373,Umm Lajj,SA,2022-03-20 04:21:23,25.0213,37.2685,66.25,60,58,10.98
374,Progreso,MX,2022-03-20 04:21:23,21.2833,-89.6667,79.11,79,14,11.01
375,Pangnirtung,CA,2022-03-20 04:21:24,66.1451,-65.7125,-22.14,77,13,6.29
376,Amapa,BR,2022-03-20 04:21:24,1.0,-52.0,70.84,100,76,1.66
377,Sai Buri,TH,2022-03-20 04:21:25,6.7013,101.6168,83.91,76,94,4.85
378,Svarstad,NO,2022-03-20 04:21:25,59.399,9.9698,34.7,68,9,1.63
379,Capitao Poco,BR,2022-03-20 04:19:12,-1.7464,-47.0594,70.09,98,100,1.79
380,Praya,CV,2022-03-20 04:21:26,14.9215,-23.5087,66.74,72,40,17.27
381,Kushima,JP,2022-03-20 04:21:27,31.4583,131.2333,61.45,50,55,7.47
382,Verkhoyansk,RU,2022-03-20 04:21:27,67.5447,133.385,6.33,73,6,11.23
383,Sept-Iles,CA,2022-03-20 04:17:04,50.2001,-66.3821,26.06,70,100,14.97
384,Camacupa,AO,2022-03-20 04:20:24,-12.0167,17.4833,60.19,99,100,3.02
385,Tomohon,ID,2022-03-20 04:21:28,1.3346,124.8392,67.14,79,100,3.71
386,Paengaroa,NZ,2022-03-20 04:21:29,-37.8167,176.4167,70.47,60,100,5.01
387,Santa Cruz De Tenerife,ES,2022-03-20 04:18:54,28.4682,-16.2546,62.62,82,100,18.41
388,Oltu,TR,2022-03-20 04:21:30,40.5498,42.0013,19.44,95,100,2.73
389,Bahia Blanca,AR,2022-03-20 04:20:09,-38.7196,-62.2724,53.37,67,100,14.03
390,Mayo,US,2022-03-20 04:16:52,38.8876,-76.5119,64.35,73,100,5.75
391,Sidvokodvo,SZ,2022-03-20 04:21:31,-26.6282,31.4202,59.31,91,97,3.29
392,Thompson,CA,2022-03-20 04:21:32,55.7435,-97.8558,21.36,63,75,3.44
393,Santo Tomas,PH,2022-03-20 04:21:32,14.1079,121.1414,90.55,53,99,8.81
394,Bideford,GB,2022-03-20 04:21:33,51.0179,-4.2046,46.38,73,10,14.0
395,Anloga,GH,2022-03-20 04:21:34,5.7947,0.8973,82.0,83,85,14.88
396,Urcos,PE,2022-03-20 04:21:34,-13.6861,-71.6228,51.69,90,100,3.76
397,Atar,MR,2022-03-20 04:21:34,20.5169,-13.0499,67.68,28,3,7.02
398,Lianyuan,CN,2022-03-20 04:21:35,27.6883,111.6642,51.1,85,100,5.75
399,Ariquemes,BR,2022-03-20 04:21:35,-9.9133,-63.0408,72.72,98,97,1.41
400,Arman,RU,2022-03-20 04:21:36,59.7,150.1667,30.02,71,99,4.72
401,High Rock,BS,2022-03-20 04:21:37,26.6208,-78.2833,77.02,82,1,11.07
402,Broome,US,2022-03-20 04:21:37,42.2506,-75.833,51.85,75,75,8.05
403,Yenagoa,NG,2022-03-20 04:21:38,4.9247,6.2642,78.35,86,78,4.03
404,Taltal,CL,2022-03-20 04:20:20,-25.4,-70.4833,65.48,82,34,1.23
405,Oytal,KZ,2022-03-20 04:21:39,42.9057,73.2697,36.43,82,100,5.57
406,Abu Samrah,SY,2022-03-20 04:21:39,35.3029,37.1841,31.37,45,0,4.81
407,Omboue,GA,2022-03-20 04:22:40,-1.5746,9.2618,77.47,88,83,5.75
408,Praia,CV,2022-03-20 04:22:40,14.9215,-23.5087,66.74,72,40,17.27
409,Bokoro,TD,2022-03-20 04:22:41,12.3807,17.0568,72.81,9,57,8.5
410,Iqaluit,CA,2022-03-20 04:22:42,63.7506,-68.5145,-20.31,68,0,5.75
411,Huarmey,PE,2022-03-20 04:22:42,-10.0681,-78.1522,70.97,81,100,8.3
412,Marfino,RU,2022-03-20 04:22:43,55.7028,37.3822,28.54,63,0,6.71
413,Issoire,FR,2022-03-20 04:22:44,45.55,3.25,42.06,80,67,6.78
414,Siavonga,ZM,2022-03-20 04:22:44,-16.5382,28.7088,70.18,88,92,5.06
415,Abu Dhabi,AE,2022-03-20 04:22:45,24.4667,54.3667,71.62,69,0,6.91
416,Riyadh,SA,2022-03-20 04:20:23,24.6877,46.7219,59.14,15,0,7.87
417,Sola,VU,2022-03-20 04:22:46,-13.8833,167.55,83.03,72,56,13.65
418,Ceres,US,2022-03-20 04:22:46,37.5949,-120.9577,55.06,78,100,5.75
419,Belyy Yar,RU,2022-03-20 04:22:47,53.6039,91.3903,28.29,56,0,6.71
420,Antsohihy,MG,2022-03-20 04:22:47,-14.8796,47.9875,74.91,96,100,2.39
421,Nouadhibou,MR,2022-03-20 04:22:48,20.931,-17.0347,60.78,88,0,18.41
422,Hauterive,FR,2022-03-20 04:22:48,46.0901,3.4459,43.56,78,79,6.15
423,Auki,SB,2022-03-20 04:22:49,-8.7676,160.7034,86.58,65,97,3.22
424,Cobija,BO,2022-03-20 04:22:50,-11.0267,-68.7692,72.45,100,100,2.68
425,Anadyr,RU,2022-03-20 04:22:51,64.75,177.4833,9.1,78,75,2.24
426,Kochevo,RU,2022-03-20 04:22:51,59.5994,54.3125,28.38,90,100,11.23
427,Hereford,GB,2022-03-20 04:22:52,52.0568,-2.7148,41.05,84,0,4.99
428,Ortega,CO,2022-03-20 04:22:52,3.9361,-75.2217,74.93,82,62,3.8
429,Bud,US,2022-03-20 04:20:31,39.447,-86.1758,42.91,94,100,10.25
430,Merauke,ID,2022-03-20 04:22:53,-8.4667,140.3333,87.53,66,96,5.23
431,Humaita,BR,2022-03-20 04:22:54,-7.5061,-63.0208,73.36,99,94,2.48
432,Kavali,IN,2022-03-20 04:22:54,14.9167,79.9833,88.54,51,60,5.68
433,Coquimbo,CL,2022-03-20 04:18:53,-29.9533,-71.3436,60.53,94,100,4.61
434,Sabang,ID,2022-03-20 04:22:55,5.8933,95.3214,80.11,80,100,20.58
435,Vestmanna,FO,2022-03-20 04:22:56,62.1564,-7.1664,45.52,76,12,17.27
436,Fomboni,KM,2022-03-20 04:22:56,-12.28,43.7425,82.76,77,100,12.62
437,Kemijarvi,FI,2022-03-20 04:22:57,66.7131,27.4306,36.27,84,63,12.73
438,Salalah,OM,2022-03-20 04:22:57,17.0151,54.0924,82.49,6,0,11.5
439,Tuatapere,NZ,2022-03-20 04:22:58,-46.1333,167.6833,66.6,55,36,5.37
440,Kautokeino,NO,2022-03-20 04:22:59,69.0125,23.0412,36.09,86,91,25.01
441,Les Cayes,HT,2022-03-20 04:22:59,18.2,-73.75,74.66,77,17,2.82
442,Diffa,NE,2022-03-20 04:23:00,13.3154,12.6113,71.29,6,3,7.31
443,Barmer,IN,2022-03-20 04:23:00,25.75,71.3833,83.08,29,0,10.65
444,Nemuro,JP,2022-03-20 04:23:01,43.3236,145.575,30.88,79,78,22.57
445,Vardo,NO,2022-03-20 04:23:01,70.3705,31.1107,34.56,69,77,30.13
446,Tairua,NZ,2022-03-20 04:23:02,-37.0167,175.85,65.03,79,100,17.65
447,Tara,RU,2022-03-20 04:23:02,56.8944,74.371,15.21,93,100,13.09
448,Manggar,ID,2022-03-20 04:23:03,-2.8833,108.2667,81.55,78,100,3.85
449,Sibolga,ID,2022-03-20 04:23:03,1.7427,98.7792,85.1,65,100,2.71
450,Bandarbeyla,SO,2022-03-20 04:23:04,9.4942,50.8122,77.85,69,5,7.67
451,Dawei,MM,2022-03-20 04:23:05,14.0833,98.2,82.96,73,100,3.42
452,Baruun-Urt,MN,2022-03-20 04:23:05,46.6806,113.2792,22.06,39,17,8.75
453,Kavaratti,IN,2022-03-20 04:23:06,10.5669,72.642,82.99,66,83,11.5
454,Kloulklubed,PW,2022-03-20 04:23:07,7.0419,134.2556,84.7,78,81,15.75
455,Ivanava,BY,2022-03-20 04:23:07,52.1451,25.5365,29.61,67,2,4.81
456,Lincoln,US,2022-03-20 04:22:05,40.8,-96.667,51.03,51,0,1.99
457,Palm Springs,US,2022-03-20 04:19:43,33.8303,-116.5453,69.64,50,0,8.05
458,Palmer,US,2022-03-20 04:24:08,42.1584,-72.3287,54.0,87,100,1.01
459,Willowmore,ZA,2022-03-20 04:24:10,-33.2926,23.4895,64.53,83,0,5.14
460,La Rioja,ES,2022-03-20 04:24:10,42.25,-2.5,40.78,89,21,5.84
461,Beyneu,KZ,2022-03-20 04:24:11,45.3167,55.2,25.79,48,1,9.89
462,Newtownards,GB,2022-03-20 04:24:12,54.5924,-5.6909,44.55,74,0,6.91
463,Noumea,NC,2022-03-20 04:24:12,-22.2763,166.4572,84.99,99,100,11.86
464,Udachnyy,RU,2022-03-20 04:19:32,66.4167,112.4,14.45,72,100,10.74
465,Tiksi,RU,2022-03-20 04:24:13,71.6872,128.8694,10.51,77,100,24.79
466,Nambour,AU,2022-03-20 04:24:14,-26.6333,152.95,79.88,70,76,4.0
467,Disna,BY,2022-03-20 04:24:15,55.568,28.1971,30.07,91,8,4.41
468,Novobiryusinskiy,RU,2022-03-20 04:24:15,56.9578,97.7076,23.02,88,100,12.21
469,Prince Rupert,CA,2022-03-20 04:24:16,54.3161,-130.3201,35.29,93,100,24.16
470,Genhe,CN,2022-03-20 04:24:17,50.7833,121.5167,20.37,45,97,6.44
471,Hailar,CN,2022-03-20 04:24:17,49.2,119.7,16.32,72,100,2.75
472,Armizonskoye,RU,2022-03-20 04:24:18,55.9461,67.6736,14.97,94,99,14.99
473,Marystown,CA,2022-03-20 04:24:19,47.1666,-55.1483,28.85,100,90,5.26
474,Birzai,LT,2022-03-20 04:24:19,56.2,24.75,33.19,87,5,2.57
475,Hoi An,VN,2022-03-20 04:23:19,15.8794,108.335,82.36,69,88,6.22
476,Panalingaan,PH,2022-03-20 04:24:20,8.7842,117.4231,89.04,58,92,3.78
477,Billings,US,2022-03-20 04:22:56,45.7833,-108.5007,55.17,29,75,6.91
478,Houma,US,2022-03-20 04:21:35,29.5958,-90.7195,55.99,59,0,6.91
479,Mokhsogollokh,RU,2022-03-20 04:24:21,61.4681,128.9203,14.7,70,88,4.18
480,Kununurra,AU,2022-03-20 04:24:22,-15.7667,128.7333,96.78,46,97,5.75
481,Keetmanshoop,NA,2022-03-20 04:24:22,-26.5833,18.1333,63.52,94,0,5.75
482,High Level,CA,2022-03-20 04:24:23,58.5169,-117.136,37.51,60,40,9.22
483,Kulhudhuffushi,MV,2022-03-20 04:24:24,6.6221,73.07,83.43,70,1,14.58
484,Mitsamiouli,KM,2022-03-20 04:24:24,-11.3847,43.2844,80.89,89,40,6.91
485,Gavrilovka Vtoraya,RU,2022-03-20 04:21:11,52.877,42.7663,16.07,100,88,7.74
486,Arzgir,RU,2022-03-20 04:24:25,45.3728,44.2206,24.26,65,0,7.72
487,Leshukonskoye,RU,2022-03-20 04:24:26,64.8989,45.7622,32.09,81,89,11.01
488,Chokwe,MZ,2022-03-20 04:24:26,-24.5333,32.9833,64.67,92,51,3.47
489,Pemangkat,ID,2022-03-20 04:24:27,1.1667,108.9667,86.4,63,56,3.44
490,Eureka,US,2022-03-20 04:24:27,40.8021,-124.1637,47.93,78,10,11.01
491,Tazovskiy,RU,2022-03-20 04:20:25,67.4667,78.7,21.16,95,99,10.83
492,Cerknica,SI,2022-03-20 04:24:28,45.7931,14.3625,35.71,59,5,15.01
493,Siverek,TR,2022-03-20 04:24:29,37.755,39.3167,23.22,76,20,5.55
494,Iberia,US,2022-03-20 04:24:29,29.9502,-91.7507,56.97,62,0,3.44
495,Vila Franca Do Campo,PT,2022-03-20 04:24:30,37.7167,-25.4333,55.81,69,73,6.17
496,Khovu-Aksy,RU,2022-03-20 04:24:31,51.1333,93.6,16.99,78,70,2.33
497,Pine Bluff,US,2022-03-20 04:24:32,34.2284,-92.0032,55.33,58,0,0.0
498,Huntsville,US,2022-03-20 04:21:00,34.7304,-86.5861,44.96,87,0,0.0
499,Pisco,PE,2022-03-20 04:24:32,-13.7,-76.2167,69.85,88,0,2.3
500,San Cristobal,VE,2022-03-20 04:25:33,7.7669,-72.225,69.98,83,69,2.08
501,Igrim,RU,2022-03-20 04:25:33,63.1906,64.4162,25.92,90,100,12.57
502,Usinsk,RU,2022-03-20 04:24:15,65.9939,57.5281,29.77,95,100,33.78
503,Thohoyandou,ZA,2022-03-20 04:25:34,-22.9456,30.485,56.71,90,31,2.42
504,San Carlos Del Zulia,VE,2022-03-20 04:25:35,9.0,-71.9135,75.99,85,14,4.54
505,Cidreira,BR,2022-03-20 04:25:35,-30.1811,-50.2056,65.62,84,40,7.05
506,Narasannapeta,IN,2022-03-20 04:25:36,18.4167,84.05,85.55,54,25,7.05
507,Bulgan,MN,2022-03-20 04:25:37,48.8125,103.5347,22.78,50,32,3.29
508,Ekibastuz,KZ,2022-03-20 04:25:37,51.6667,75.3667,10.83,88,71,6.69
509,Kamina,CD,2022-03-20 04:25:38,-8.7386,24.9906,62.65,96,100,2.66
510,Nortelandia,BR,2022-03-20 04:25:38,-14.4547,-56.8028,72.63,97,68,1.61
511,Kouroussa,GN,2022-03-20 04:25:39,10.65,-9.8833,77.14,66,99,5.39
512,Solikamsk,RU,2022-03-20 04:25:39,59.6196,56.7729,29.08,91,100,9.73
513,Flinders,AU,2022-03-20 04:25:40,-34.5833,150.8552,79.18,65,0,4.0
514,Opuwo,NA,2022-03-20 04:25:40,-18.0607,13.84,70.63,45,57,5.28
515,Jardim,BR,2022-03-20 04:25:41,-21.4803,-56.1381,71.38,98,100,4.76
516,Aykhal,RU,2022-03-20 04:25:41,66.0,111.5,13.59,90,100,13.29
517,Manado,ID,2022-03-20 04:25:42,1.487,124.8455,75.97,94,40,2.3
518,Touros,BR,2022-03-20 04:21:46,-5.1989,-35.4608,77.97,84,99,9.19
519,Boguchany,RU,2022-03-20 04:25:43,58.3814,97.4531,25.56,88,100,13.4
520,Saldanha,ZA,2022-03-20 04:25:43,-33.0117,17.9442,66.25,86,32,8.43
521,Champerico,GT,2022-03-20 04:25:44,14.3,-91.9167,81.32,67,3,3.42
522,Rosarito,MX,2022-03-20 04:20:57,32.3333,-117.0333,59.09,78,100,6.24
523,Taoudenni,ML,2022-03-20 04:25:45,22.6783,-3.9836,70.41,21,1,12.73
524,Cristalina,BR,2022-03-20 04:25:45,-16.7686,-47.6136,61.5,73,45,1.92
525,Chake Chake,TZ,2022-03-20 04:25:46,-5.2459,39.7666,77.0,83,74,3.38
526,Luwuk,ID,2022-03-20 04:24:11,-0.9516,122.7875,84.65,76,100,2.17
527,Qiongshan,CN,2022-03-20 04:25:47,20.0058,110.3542,85.98,74,75,8.95
528,Manadhoo,MV,2022-03-20 04:25:47,5.7667,73.3833,83.64,69,8,14.23
529,Tetouan,MA,2022-03-20 04:25:48,35.5711,-5.3724,57.97,82,100,20.71
530,Solwezi,ZM,2022-03-20 04:25:49,-12.1688,26.3894,58.68,99,68,3.89
531,Arkhara,RU,2022-03-20 04:25:49,49.4212,130.0842,20.05,76,97,3.44
532,Saurimo,AO,2022-03-20 04:25:50,-9.6608,20.3916,62.62,98,31,3.13
533,Gazojak,TM,2022-03-20 04:25:50,41.1875,61.4036,35.58,47,60,15.26
534,Matara,LK,2022-03-20 04:25:51,5.9485,80.5353,83.61,73,40,13.94
535,Tortoman,RO,2022-03-20 04:25:51,44.35,28.2167,25.66,50,0,8.72
536,Linxia,CN,2022-03-20 04:25:52,35.6003,103.2064,50.58,36,66,5.01
537,Mehamn,NO,2022-03-20 04:25:52,71.0357,27.8492,34.38,68,100,29.77
538,Temnikov,RU,2022-03-20 04:25:53,54.6302,43.2148,21.97,97,43,5.77
539,Maniitsoq,GL,2022-03-20 04:25:54,65.4167,-52.9,-11.85,91,95,6.13
